checked_at,url,final_url,http_status,content_type,error
2026-09-10T18:03:15+00:00,https://saba.ye,https://saba.ye/ar,200,text/html,
2026-09-10T18:03:15+00:00,https://saba.ye/en,https://saba.ye/en,200,text/html,
2026-09-10T18:03:15+00:00,https://mmy.ye,https://www.mmy.ye/,200,text/html,
2026-09-10T18:03:15+00:00,https://althawrah.ye,https://althawrah.ye,200,text/html,
2026-09-10T18:03:15+00:00,https://alsyasiah.ye,https://alsyasiah.ye,206,text/html,
2026-09-10T18:03:15+00:00,https://sanaaradio.net.ye,,0,,timed out
2026-09-10T18:03:15+00:00,https://yemen-tv.net.ye,,0,,timed out
2026-09-10T18:03:15+00:00,https://alsahattv.com.ye,https://alsahattv.com.ye,200,text/html,
2026-09-10T18:03:15+00:00,https://www.sohobcom.ye/ar,https://www.sohobcom.ye/ar,200,text/html,
2026-09-10T18:03:16+00:00,https://www.sohobcom.ye/en,https://www.sohobcom.ye/en,200,text/html,
2026-09-10T18:03:16+00:00,http://albaydhahis.gov.ye/,,0,,timed out
2026-09-10T18:03:16+00:00,https://algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-09-10T18:03:17+00:00,https://amlcft.gov.ye/,https://amlcft.gov.ye/index.php/ar/,200,text/html,
2026-09-10T18:03:17+00:00,http://amranhealth.gov.ye/,,0,,timed out
2026-09-10T18:03:17+00:00,https://apps.mot.gov.ye/,https://apps.mot.gov.ye/,206,text/html,
2026-09-10T18:03:17+00:00,https://ar.hocc.gov.ye/,https://ar.hocc.gov.ye/,200,text/html,
2026-09-10T18:03:18+00:00,https://cama.gov.ye/,https://cama.gov.ye/public/ar,200,text/html,
2026-09-10T18:03:18+00:00,https://caqa.gov.ye/,https://caqa.gov.ye/,200,text/html,
2026-09-10T18:03:20+00:00,http://cra.gov.ye/,,0,,timed out
2026-09-10T18:03:20+00:00,https://en.hocc.gov.ye/,https://en.hocc.gov.ye/,200,text/html,
2026-09-10T18:03:21+00:00,http://gia.gov.ye/,,0,,timed out
2026-09-10T18:03:22+00:00,https://hasti.gov.ye/,https://hasti.gov.ye/,200,text/html,
2026-09-10T18:03:25+00:00,https://hocc.gov.ye/,https://hocc.gov.ye/,200,text/html,
2026-09-10T18:03:25+00:00,http://htb.gov.ye/,http://htb.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-10T18:03:25+00:00,https://indparkye.gov.ye/,https://indparkye.gov.ye/,200,text/html,
2026-09-10T18:03:26+00:00,http://jia.gov.ye/,http://jia.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-10T18:03:26+00:00,https://meoh.gov.ye/,https://meoh.gov.ye/,206,text/html,
2026-09-10T18:03:26+00:00,https://mmy.gov.ye/,https://mmy.gov.ye/,206,text/html,
2026-09-10T18:03:26+00:00,https://mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-09-10T18:03:27+00:00,https://msw.gov.ye/,https://msw.gov.ye/,206,text/html,
2026-09-10T18:03:27+00:00,https://nsw.gov.ye/,https://nsw.gov.ye/,200,text/html,
2026-09-10T18:03:28+00:00,https://olympics.hasti.gov.ye/,https://olympics.hasti.gov.ye/,200,text/html,
2026-09-10T18:03:28+00:00,http://pgfpp.gov.ye/,http://pgfpp.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-10T18:03:29+00:00,https://research-priorities.hasti.gov.ye/,https://research-priorities.hasti.gov.ye/,200,text/html,
2026-09-10T18:03:29+00:00,https://tax.gov.ye/,https://tax.gov.ye/,200,text/html,
2026-09-10T18:03:29+00:00,https://tn-search.moit.gov.ye/,,0,,timed out
2026-09-10T18:03:30+00:00,https://training.tax.gov.ye/,https://training.tax.gov.ye/,206,text/html,
2026-09-10T18:03:30+00:00,https://www.algumhorihosp-san.gov.ye/,https://algumhorihosp-san.gov.ye/,200,text/html,
2026-09-10T18:03:31+00:00,https://www.amlcft.gov.ye/,https://www.amlcft.gov.ye/index.php/ar/,200,text/html,
2026-09-10T18:03:31+00:00,https://www.cama.gov.ye/,https://www.cama.gov.ye/public/ar,200,text/html,
2026-09-10T18:03:32+00:00,http://www.mohesr.gov.ye/,https://mohesr.gov.ye/mohesr/,200,text/html,
2026-09-10T18:03:33+00:00,http://www.moit.gov.ye/,https://www.moit.gov.ye/,200,text/html,
2026-09-10T18:03:33+00:00,http://www.pgfpp.gov.ye/,http://www.pgfpp.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-10T18:03:34+00:00,http://www.suerp.gov.ye/,http://www.suerp.gov.ye/cgi-sys/suspendedpage.cgi,200,text/html,
2026-09-10T18:03:35+00:00,https://www.tax.gov.ye/,https://tax.gov.ye/,200,text/html,
2026-09-10T18:03:35+00:00,https://www.training.tax.gov.ye/,https://www.training.tax.gov.ye/,206,text/html,
2026-09-10T18:03:35+00:00,https://yementp.moit.gov.ye/,https://yementp.moit.gov.ye/,206,text/html,
2026-09-10T18:03:36+00:00,https://yms.gov.ye/,https://yms.gov.ye/,200,text/html,
2026-09-10T18:03:37+00:00,http://yrspc.gov.ye/,http://yrspc.gov.ye/,206,text/html,
2026-09-10T18:03:37+00:00,https://ysmc.gov.ye/,https://ysmc.gov.ye/,200,text/html,
